id,file,date,algorithm,initialization,centroids (k),fuzzy weight (m),stopping_criterion,init_time,algorithm_time,iteration
TEST4passate,data/affitti30.csv,2020/06/13 22:07:15,fuzzy-cmeans,plusplus,3,1.5,biggest-diff,5.93171238899231,100.53294372558594,29
TEST4passate,data/affitti30.csv,2020/06/13 22:08:04,fuzzy-cmeans,plusplus,3,3,biggest-diff,5.93171238899231,48.915323972702026,14
TEST4passate,data/affitti30.csv,2020/06/13 22:09:27,fuzzy-cmeans,plusplus,3,2,biggest-diff,5.93171238899231,83.39312767982483,24
TEST4passate,data/affitti30.csv,2020/06/13 22:12:07,kmeans,plusplus,4,-,biggest-diff,7.951749563217163,151.35424065589905,46
TEST4passate,data/affitti30.csv,2020/06/13 22:15:20,fuzzy-cmeans,plusplus,4,1.5,biggest-diff,7.951749563217163,193.28974676132202,50*
TEST4passate,data/affitti30.csv,2020/06/13 22:16:11,fuzzy-cmeans,plusplus,4,3,biggest-diff,7.951749563217163,50.46396827697754,13
TEST4passate,data/affitti30.csv,2020/06/13 22:17:39,fuzzy-cmeans,plusplus,4,2,biggest-diff,7.951749563217163,88.56757283210754,23
TEST4passate,data/affitti30.csv,2020/06/13 22:20:37,kmeans,plusplus,5,-,biggest-diff,10.14660096168518,168.12855577468872,50*
TEST4passate,data/affitti30.csv,2020/06/13 22:24:11,fuzzy-cmeans,plusplus,5,1.5,biggest-diff,10.14660096168518,213.39148259162903,50*
TEST4passate,data/affitti30.csv,2020/06/13 22:25:28,fuzzy-cmeans,plusplus,5,3,biggest-diff,10.14660096168518,77.33776593208313,18
TEST4passate,data/affitti30.csv,2020/06/13 22:28:06,fuzzy-cmeans,plusplus,5,2,biggest-diff,10.14660096168518,157.73642086982727,37
TEST4passate,data/affitti70.csv,2020/06/13 22:30:34,kmeans,plusplus,3,-,biggest-diff,9.205459594726562,139.26155495643616,35
TEST4passate,data/affitti70.csv,2020/06/13 22:33:48,fuzzy-cmeans,plusplus,3,1.5,biggest-diff,9.205459594726562,193.7640414237976,32
TEST4passate,data/affitti70.csv,2020/06/13 22:35:07,fuzzy-cmeans,plusplus,3,3,biggest-diff,9.205459594726562,79.27431178092957,13
TEST4passate,data/affitti70.csv,2020/06/13 22:37:32,fuzzy-cmeans,plusplus,3,2,biggest-diff,9.205459594726562,144.21121215820312,24
TEST4passate,data/affitti70.csv,2020/06/13 22:40:06,kmeans,plusplus,4,-,biggest-diff,12.457437992095947,142.25207424163818,35
TEST4passate,data/affitti70.csv,2020/06/13 22:45:54,fuzzy-cmeans,plusplus,4,1.5,biggest-diff,12.457437992095947,348.0241930484772,50*
TEST4passate,data/affitti70.csv,2020/06/13 22:47:26,fuzzy-cmeans,plusplus,4,3,biggest-diff,12.457437992095947,91.67652320861816,13
TEST4passate,data/affitti70.csv,2020/06/13 22:50:06,fuzzy-cmeans,plusplus,4,2,biggest-diff,12.457437992095947,160.2812614440918,23
TEST4passate,data/affitti70.csv,2020/06/13 22:53:50,kmeans,plusplus,5,-,biggest-diff,16.525820016860962,206.746746301651,50*
TEST4passate,data/affitti70.csv,2020/06/13 23:00:32,fuzzy-cmeans,plusplus,5,1.5,biggest-diff,16.525820016860962,402.2080707550049,50*
TEST4passate,data/affitti70.csv,2020/06/13 23:03:21,fuzzy-cmeans,plusplus,5,3,biggest-diff,16.525820016860962,169.61903262138367,21
TEST4passate,data/affitti70.csv,2020/06/13 23:09:38,fuzzy-cmeans,plusplus,5,2,biggest-diff,16.525820016860962,376.067813873291,47
TEST4passate,data/affitti115.csv,2020/06/13 23:13:52,kmeans,plusplus,3,-,biggest-diff,13.603118181228638,240.35038423538208,50*
TEST4passate,data/affitti115.csv,2020/06/13 23:19:23,fuzzy-cmeans,plusplus,3,1.5,biggest-diff,13.603118181228638,330.9752724170685,37
TEST4passate,data/affitti115.csv,2020/06/13 23:21:11,fuzzy-cmeans,plusplus,3,3,biggest-diff,13.603118181228638,107.92437958717346,12
TEST4passate,data/affitti115.csv,2020/06/13 23:24:09,fuzzy-cmeans,plusplus,3,2,biggest-diff,13.603118181228638,178.51501035690308,20
TEST4passate,data/affitti115.csv,2020/06/13 23:26:26,kmeans,plusplus,4,-,biggest-diff,18.009916305541992,118.5923535823822,24
TEST4passate,data/affitti115.csv,2020/06/13 23:35:48,fuzzy-cmeans,plusplus,4,1.5,biggest-diff,18.009916305541992,562.403418302536,50*
TEST4passate,data/affitti115.csv,2020/06/13 23:38:06,fuzzy-cmeans,plusplus,4,3,biggest-diff,18.009916305541992,138.18759274482727,13
TEST4passate,data/affitti115.csv,2020/06/13 23:42:15,fuzzy-cmeans,plusplus,4,2,biggest-diff,18.009916305541992,248.42371225357056,23
TEST4passate,data/affitti115.csv,2020/06/13 23:46:52,kmeans,plusplus,5,-,biggest-diff,22.75473189353943,254.6601915359497,50*
TEST4passate,data/affitti115.csv,2020/06/13 23:57:09,fuzzy-cmeans,plusplus,5,1.5,biggest-diff,22.75473189353943,616.8406383991241,50*
TEST4passate,data/affitti115.csv,2020/06/14 00:01:39,fuzzy-cmeans,plusplus,5,3,biggest-diff,22.75473189353943,269.72158002853394,21
TEST4passate,data/affitti115.csv,2020/06/14 00:10:38,fuzzy-cmeans,plusplus,5,2,biggest-diff,22.75473189353943,538.9595291614532,44
TEST4passate,data/affitti15.csv,2020/06/14 00:11:33,kmeans,plusplus,3,-,biggest-diff,4.2403883934021,51.11324429512024,17
TEST4passate,data/affitti15.csv,2020/06/14 00:13:40,fuzzy-cmeans,plusplus,3,1.5,biggest-diff,4.2403883934021,127.11277890205383,50*
TEST4passate,data/affitti15.csv,2020/06/14 00:14:23,fuzzy-cmeans,plusplus,3,3,biggest-diff,4.2403883934021,42.785491943359375,17
TEST4passate,data/affitti15.csv,2020/06/14 00:15:41,fuzzy-cmeans,plusplus,3,2,biggest-diff,4.2403883934021,78.12037658691406,31
TEST4passate,data/affitti15.csv,2020/06/14 00:18:15,kmeans,plusplus,4,-,biggest-diff,6.225813865661621,147.39083290100098,49
TEST4passate,data/affitti15.csv,2020/06/14 00:20:30,fuzzy-cmeans,plusplus,4,1.5,biggest-diff,6.225813865661621,135.80092930793762,50*
TEST4passate,data/affitti15.csv,2020/06/14 00:21:09,fuzzy-cmeans,plusplus,4,3,biggest-diff,6.225813865661621,38.07746767997742,14
TEST4passate,data/affitti15.csv,2020/06/14 00:22:13,fuzzy-cmeans,plusplus,4,2,biggest-diff,6.225813865661621,64.78922939300537,24
TEST4passate,data/affitti15.csv,2020/06/14 00:24:56,kmeans,plusplus,5,-,biggest-diff,8.349494934082031,154.05780601501465,50*
TEST4passate,data/affitti15.csv,2020/06/14 00:27:19,fuzzy-cmeans,plusplus,5,1.5,biggest-diff,8.349494934082031,143.59278106689453,50*
TEST4passate,data/affitti15.csv,2020/06/14 00:28:00,fuzzy-cmeans,plusplus,5,3,biggest-diff,8.349494934082031,40.50156760215759,14
TEST4passate,data/affitti15.csv,2020/06/14 00:29:15,fuzzy-cmeans,plusplus,5,2,biggest-diff,8.349494934082031,74.95835900306702,26
TEST4passate,data/affitti30.csv,2020/06/14 00:30:58,kmeans,plusplus,3,-,biggest-diff,5.687992811203003,97.88228249549866,30
TEST4passate,data/affitti30.csv,2020/06/14 00:33:14,fuzzy-cmeans,plusplus,3,1.5,biggest-diff,5.687992811203003,135.55350255966187,39
TEST4passate,data/affitti30.csv,2020/06/14 00:33:59,fuzzy-cmeans,plusplus,3,3,biggest-diff,5.687992811203003,45.261252641677856,13
TEST4passate,data/affitti30.csv,2020/06/14 00:35:15,fuzzy-cmeans,plusplus,3,2,biggest-diff,5.687992811203003,76.05091142654419,22
TEST4passate,data/affitti30.csv,2020/06/14 00:37:22,kmeans,plusplus,4,-,biggest-diff,7.8918163776397705,118.69437956809998,36
TEST4passate,data/affitti30.csv,2020/06/14 00:40:36,fuzzy-cmeans,plusplus,4,1.5,biggest-diff,7.8918163776397705,193.79796624183655,50*
TEST4passate,data/affitti30.csv,2020/06/14 00:41:23,fuzzy-cmeans,plusplus,4,3,biggest-diff,7.8918163776397705,47.13566613197327,12
TEST4passate,data/affitti30.csv,2020/06/14 00:42:45,fuzzy-cmeans,plusplus,4,2,biggest-diff,7.8918163776397705,81.75481629371643,21
TEST4passate,data/affitti30.csv,2020/06/14 00:44:04,kmeans,plusplus,5,-,biggest-diff,10.198626518249512,69.118971824646,21
TEST4passate,data/affitti30.csv,2020/06/14 00:47:45,fuzzy-cmeans,plusplus,5,1.5,biggest-diff,10.198626518249512,220.89549446105957,50*
TEST4passate,data/affitti30.csv,2020/06/14 00:49:07,fuzzy-cmeans,plusplus,5,3,biggest-diff,10.198626518249512,81.84959268569946,19
TEST4passate,data/affitti30.csv,2020/06/14 00:52:18,fuzzy-cmeans,plusplus,5,2,biggest-diff,10.198626518249512,190.92222785949707,45
TEST4passate,data/affitti70.csv,2020/06/14 00:54:03,kmeans,plusplus,3,-,biggest-diff,9.258020639419556,95.61490941047668,24
TEST4passate,data/affitti70.csv,2020/06/14 00:59:07,fuzzy-cmeans,plusplus,3,1.5,biggest-diff,9.258020639419556,304.12441325187683,50*
TEST4passate,data/affitti70.csv,2020/06/14 01:00:51,fuzzy-cmeans,plusplus,3,3,biggest-diff,9.258020639419556,103.92043018341064,17
TEST4passate,data/affitti70.csv,2020/06/14 01:04:09,fuzzy-cmeans,plusplus,3,2,biggest-diff,9.258020639419556,198.76760530471802,33
TEST4passate,data/affitti70.csv,2020/06/14 01:06:57,kmeans,plusplus,4,-,biggest-diff,13.282333135604858,154.83333945274353,38
TEST4passate,data/affitti70.csv,2020/06/14 01:12:46,fuzzy-cmeans,plusplus,4,1.5,biggest-diff,13.282333135604858,348.0213449001312,50*
TEST4passate,data/affitti70.csv,2020/06/14 01:14:17,fuzzy-cmeans,plusplus,4,3,biggest-diff,13.282333135604858,91.2104172706604,13
TEST4passate,data/affitti70.csv,2020/06/14 01:16:57,fuzzy-cmeans,plusplus,4,2,biggest-diff,13.282333135604858,160.2222969532013,23
TEST4passate,data/affitti70.csv,2020/06/14 01:20:43,kmeans,plusplus,5,-,biggest-diff,16.483870029449463,209.1326687335968,50*
TEST4passate,data/affitti70.csv,2020/06/14 01:27:26,fuzzy-cmeans,plusplus,5,1.5,biggest-diff,16.483870029449463,402.9759953022003,50*
TEST4passate,data/affitti70.csv,2020/06/14 01:29:59,fuzzy-cmeans,plusplus,5,3,biggest-diff,16.483870029449463,153.00911593437195,19
TEST4passate,data/affitti70.csv,2020/06/14 01:35:42,fuzzy-cmeans,plusplus,5,2,biggest-diff,16.483870029449463,343.92167615890503,43
TEST4passate,data/affitti115.csv,2020/06/14 01:37:41,kmeans,plusplus,3,-,biggest-diff,13.076956033706665,105.3305253982544,22
TEST4passate,data/affitti115.csv,2020/06/14 01:43:39,fuzzy-cmeans,plusplus,3,1.5,biggest-diff,13.076956033706665,357.78010511398315,40
TEST4passate,data/affitti115.csv,2020/06/14 01:45:09,fuzzy-cmeans,plusplus,3,3,biggest-diff,13.076956033706665,90.08320641517639,10
TEST4passate,data/affitti115.csv,2020/06/14 01:47:50,fuzzy-cmeans,plusplus,3,2,biggest-diff,13.076956033706665,160.84747457504272,18
TEST4passate,data/affitti115.csv,2020/06/14 01:50:51,kmeans,plusplus,4,-,biggest-diff,17.798167943954468,163.2703080177307,33
TEST4passate,data/affitti115.csv,2020/06/14 01:59:57,fuzzy-cmeans,plusplus,4,1.5,biggest-diff,17.798167943954468,546.2502648830414,50*
TEST4passate,data/affitti115.csv,2020/06/14 02:03:37,fuzzy-cmeans,plusplus,4,3,biggest-diff,17.798167943954468,219.51854610443115,20
TEST4passate,data/affitti115.csv,2020/06/14 02:10:43,fuzzy-cmeans,plusplus,4,2,biggest-diff,17.798167943954468,426.70858430862427,39
TEST4passate,data/affitti115.csv,2020/06/14 02:15:21,kmeans,plusplus,5,-,biggest-diff,22.833176612854004,254.43195414543152,50*
TEST4passate,data/affitti115.csv,2020/06/14 02:25:45,fuzzy-cmeans,plusplus,5,1.5,biggest-diff,22.833176612854004,624.7663321495056,50*
TEST4passate,data/affitti115.csv,2020/06/14 02:28:16,fuzzy-cmeans,plusplus,5,3,biggest-diff,22.833176612854004,150.33294343948364,12
TEST4passate,data/affitti115.csv,2020/06/14 02:32:31,fuzzy-cmeans,plusplus,5,2,biggest-diff,22.833176612854004,255.01887464523315,21
TEST4passate,data/affitti15.csv,2020/06/14 02:33:24,kmeans,plusplus,3,-,biggest-diff,4.329023361206055,48.796361207962036,16
TEST4passate,data/affitti15.csv,2020/06/14 02:35:31,fuzzy-cmeans,plusplus,3,1.5,biggest-diff,4.329023361206055,126.76615405082703,50*
TEST4passate,data/affitti15.csv,2020/06/14 02:36:16,fuzzy-cmeans,plusplus,3,3,biggest-diff,4.329023361206055,45.25009751319885,18
TEST4passate,data/affitti15.csv,2020/06/14 02:37:44,fuzzy-cmeans,plusplus,3,2,biggest-diff,4.329023361206055,88.49232912063599,35
TEST4passate,data/affitti15.csv,2020/06/14 02:39:45,kmeans,plusplus,4,-,biggest-diff,6.157013416290283,114.47575283050537,38
TEST4passate,data/affitti15.csv,2020/06/14 02:41:22,fuzzy-cmeans,plusplus,4,1.5,biggest-diff,6.157013416290283,97.39898562431335,36
TEST4passate,data/affitti15.csv,2020/06/14 02:42:12,fuzzy-cmeans,plusplus,4,3,biggest-diff,6.157013416290283,49.102150440216064,18
TEST4passate,data/affitti15.csv,2020/06/14 02:43:44,fuzzy-cmeans,plusplus,4,2,biggest-diff,6.157013416290283,92.21532273292542,34
TEST4passate,data/affitti15.csv,2020/06/14 02:44:46,kmeans,plusplus,5,-,biggest-diff,8.223662614822388,54.53062152862549,18
TEST4passate,data/affitti15.csv,2020/06/14 02:47:13,fuzzy-cmeans,plusplus,5,1.5,biggest-diff,8.223662614822388,146.2392201423645,50*
TEST4passate,data/affitti15.csv,2020/06/14 02:48:13,fuzzy-cmeans,plusplus,5,3,biggest-diff,8.223662614822388,60.31627869606018,21
TEST4passate,data/affitti15.csv,2020/06/14 02:50:28,fuzzy-cmeans,plusplus,5,2,biggest-diff,8.223662614822388,135.25701999664307,47
TEST4passate,data/affitti30.csv,2020/06/14 02:51:49,kmeans,plusplus,3,-,biggest-diff,5.5071892738342285,74.94270133972168,23
TEST4passate,data/affitti30.csv,2020/06/14 02:54:22,fuzzy-cmeans,plusplus,3,1.5,biggest-diff,5.5071892738342285,152.85057759284973,44
TEST4passate,data/affitti30.csv,2020/06/14 02:55:00,fuzzy-cmeans,plusplus,3,3,biggest-diff,5.5071892738342285,38.12820219993591,11
TEST4passate,data/affitti30.csv,2020/06/14 02:56:06,fuzzy-cmeans,plusplus,3,2,biggest-diff,5.5071892738342285,65.76868510246277,19
TEST4passate,data/affitti30.csv,2020/06/14 02:58:09,kmeans,plusplus,4,-,biggest-diff,7.85282564163208,115.21026563644409,35
TEST4passate,data/affitti30.csv,2020/06/14 03:01:22,fuzzy-cmeans,plusplus,4,1.5,biggest-diff,7.85282564163208,193.0559787750244,50*
TEST4passate,data/affitti30.csv,2020/06/14 03:02:17,fuzzy-cmeans,plusplus,4,3,biggest-diff,7.85282564163208,54.95305681228638,14
TEST4passate,data/affitti30.csv,2020/06/14 03:03:46,fuzzy-cmeans,plusplus,4,2,biggest-diff,7.85282564163208,89.7745189666748,23
TEST4passate,data/affitti30.csv,2020/06/14 03:06:42,kmeans,plusplus,5,-,biggest-diff,10.235368728637695,165.54485535621643,50*
TEST4passate,data/affitti30.csv,2020/06/14 03:10:17,fuzzy-cmeans,plusplus,5,1.5,biggest-diff,10.235368728637695,214.46462440490723,50*
TEST4passate,data/affitti30.csv,2020/06/14 03:11:51,fuzzy-cmeans,plusplus,5,3,biggest-diff,10.235368728637695,94.64300656318665,22
TEST4passate,data/affitti30.csv,2020/06/14 03:15:22,fuzzy-cmeans,plusplus,5,2,biggest-diff,10.235368728637695,210.21138787269592,49
TEST4passate,data/affitti70.csv,2020/06/14 03:17:10,kmeans,plusplus,3,-,biggest-diff,9.441158294677734,98.96594786643982,25
TEST4passate,data/affitti70.csv,2020/06/14 03:22:15,fuzzy-cmeans,plusplus,3,1.5,biggest-diff,9.441158294677734,304.6415910720825,50*
TEST4passate,data/affitti70.csv,2020/06/14 03:24:04,fuzzy-cmeans,plusplus,3,3,biggest-diff,9.441158294677734,109.75957560539246,18
TEST4passate,data/affitti70.csv,2020/06/14 03:27:24,fuzzy-cmeans,plusplus,3,2,biggest-diff,9.441158294677734,199.21699595451355,33
TEST4passate,data/affitti70.csv,2020/06/14 03:30:01,kmeans,plusplus,4,-,biggest-diff,12.826443910598755,144.9532208442688,36
TEST4passate,data/affitti70.csv,2020/06/14 03:33:01,fuzzy-cmeans,plusplus,4,1.5,biggest-diff,12.826443910598755,179.68165850639343,25
TEST4passate,data/affitti70.csv,2020/06/14 03:35:08,fuzzy-cmeans,plusplus,4,3,biggest-diff,12.826443910598755,126.50437378883362,18
TEST4passate,data/affitti70.csv,2020/06/14 03:40:44,fuzzy-cmeans,plusplus,4,2,biggest-diff,12.826443910598755,336.331613779068,48
TEST4passate,data/affitti70.csv,2020/06/14 03:44:30,kmeans,plusplus,5,-,biggest-diff,16.530649185180664,209.03218364715576,50*
TEST4passate,data/affitti70.csv,2020/06/14 03:51:13,fuzzy-cmeans,plusplus,5,1.5,biggest-diff,16.530649185180664,403.0320963859558,50*
TEST4passate,data/affitti70.csv,2020/06/14 03:54:02,fuzzy-cmeans,plusplus,5,3,biggest-diff,16.530649185180664,168.99178385734558,21
TEST4passate,data/affitti70.csv,2020/06/14 04:00:18,fuzzy-cmeans,plusplus,5,2,biggest-diff,16.530649185180664,376.1900794506073,47
TEST4passate,data/affitti115.csv,2020/06/14 04:04:32,kmeans,plusplus,3,-,biggest-diff,13.479846000671387,240.43304634094238,50*
TEST4passate,data/affitti115.csv,2020/06/14 04:07:40,fuzzy-cmeans,plusplus,3,1.5,biggest-diff,13.479846000671387,188.01143980026245,21
TEST4passate,data/affitti115.csv,2020/06/14 04:09:36,fuzzy-cmeans,plusplus,3,3,biggest-diff,13.479846000671387,116.658212184906,13
TEST4passate,data/affitti115.csv,2020/06/14 04:13:02,fuzzy-cmeans,plusplus,3,2,biggest-diff,13.479846000671387,205.47151160240173,23
TEST4passate,data/affitti115.csv,2020/06/14 04:16:54,kmeans,plusplus,4,-,biggest-diff,18.00679850578308,213.84582042694092,43
TEST4passate,data/affitti115.csv,2020/06/14 04:26:00,fuzzy-cmeans,plusplus,4,1.5,biggest-diff,18.00679850578308,546.4494256973267,50*
TEST4passate,data/affitti115.csv,2020/06/14 04:29:02,fuzzy-cmeans,plusplus,4,3,biggest-diff,18.00679850578308,181.27299785614014,17
TEST4passate,data/affitti115.csv,2020/06/14 04:34:31,fuzzy-cmeans,plusplus,4,2,biggest-diff,18.00679850578308,329.84847927093506,31
TEST4passate,data/affitti115.csv,2020/06/14 04:39:09,kmeans,plusplus,5,-,biggest-diff,23.11499834060669,254.79349184036255,50*
TEST4passate,data/affitti115.csv,2020/06/14 04:49:33,fuzzy-cmeans,plusplus,5,1.5,biggest-diff,23.11499834060669,623.7523381710052,50*
TEST4passate,data/affitti115.csv,2020/06/14 04:54:22,fuzzy-cmeans,plusplus,5,3,biggest-diff,23.11499834060669,288.9149899482727,22
TEST4passate,data/affitti115.csv,2020/06/14 05:03:51,fuzzy-cmeans,plusplus,5,2,biggest-diff,23.11499834060669,568.860595703125,46
